ID,Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Résolution,Date de publication
v1|356059112639|0,179.00,Très bon état - Reconditionné,8 Go,480Go,HP,Gris,"12""",1366 x 768,2024-09-18T09:45:58.000Z
v1|196873216443|0,230.00,Occasion,8 Go,256 Go,Lenovo,Noir,"12""",1366 x 768,2024-12-04T20:48:37.000Z
v1|196874720301|0,290.00,Occasion,8 Go,256 Go,HP,Gris,"15""",1920 x 1080,2024-12-05T13:21:39.000Z
v1|365107141349|0,470.00,Occasion,16 Go,256 Go,Dell,Noir,"12""",1920 x 1080,2024-09-06T12:38:28.000Z
v1|267098051081|0,250.00,Occasion,8 Go,1 To,Acer,Noir,"11,6""",1366 x 768,2024-12-15T18:24:32.000Z
v1|196870388398|0,370.00,Occasion,16 Go,256 Go,Dell,Gris,"15""",1920 x 1080,2024-12-03T16:50:33.000Z
v1|196873216441|0,240.00,Occasion,8 Go,256 Go,Lenovo,Noir,"12""",1366 x 768,2024-12-04T20:48:37.000Z
v1|146268220304|0,200.00,Occasion,8 Go,256 Go,Acer,Noir,"15,6""",1366 x 768,2024-12-14T16:48:43.000Z
v1|196882327062|0,165.00,Occasion,16 Go,256 Go,Dell,Noir,"14""",1360 x 768,2024-12-08T17:15:26.000Z
v1|196861150804|0,600.00,Occasion,16 Go,256 Go,HP,Gris,"17""",1920 x 1080,2024-11-30T12:58:04.000Z
v1|135387215449|0,249.00,Occasion,8 Go,256 Go,Microsoft,Noir,"13,5""",2256 x 1504,2024-11-19T11:17:40.000Z
v1|186809283564|0,689.00,Occasion,8 Go,256 Go,Apple,Argenté,"13""",,2024-11-26T17:30:26.000Z
v1|196795984347|0,180.00,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080,2024-11-09T18:27:10.000Z
v1|305852782490|0,140.00,Occasion,8 Go,256 Go,Lenovo,,"14""",1600 x 900,2024-10-21T16:58:50.000Z
v1|116416370766|416710322096,90.40,Occasion,4 Go,128 Go,Panasonic,,17.8cm,,2024-12-10T06:52:11.000Z
v1|365116706900|0,160.00,Occasion,8 Go,256 Go,HP,Noir,"15,6""",1366 x 768,2024-09-12T09:07:48.000Z
v1|365172159855|0,1900.00,Occasion,16 Go,256 Go,Dell,Noir,"13""",1920 x 1080,2024-10-11T11:22:39.000Z
v1|196879404448|0,270.00,Occasion,16 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-12-07T13:03:38.000Z
v1|296824846742|0,169.00,Occasion,8 Go,1 To,ASUS,Marron,"17,3""",1600 x 900,2024-11-18T17:08:11.000Z
v1|326151299561|0,109.00,Occasion,4 Go,500 Go,Lenovo,,"14""",1366 x 768,2024-06-04T12:38:42.000Z
v1|186688725003|0,189.00,Occasion,8 Go,500 Go,HP,Noir,12.5,1366 x 768,2024-09-16T14:45:43.000Z
v1|226286710318|0,90.00,Occasion,4 Go,256 Go,Toshiba,,"15,6""",,2024-08-10T15:58:42.000Z
v1|355826698999|0,419.00,Occasion,16 Go,500 Go,HP,Gris,"15,6""",1920 x 1080,2024-06-28T09:08:32.000Z
v1|196855343887|0,450.00,Occasion,16 Go,256 Go,HP,Gris,"15""",1920 x 1080,2024-11-28T14:04:15.000Z
v1|196841294343|0,140.00,Occasion,8 Go,128 Go,Fujitsu,Noir,"14""",1366 x 768,2024-11-23T11:52:49.000Z
v1|196825097354|0,260.00,Occasion,8 Go,256 Go,Lenovo,Noir,"12""",1920 x 1080,2024-11-18T09:59:31.000Z
v1|196881889326|0,605.00,Occasion,256 Go,256 Go,Apple,Gris,"13,3""",2560 x 1600,2024-12-08T13:52:24.000Z
v1|365045612476|0,2400.00,Occasion,8 Go,256 Go,Lenovo,Noir,"12,5""",1920 x 1080,2024-08-02T14:00:46.000Z
v1|176734479371|0,229.00,Occasion,8 Go,500 Go,Toshiba,Blanc,"17,3""",1600 x 900,2024-12-14T01:07:57.000Z
v1|196795984342|0,180.00,Occasion,8 Go,256 Go,Lenovo,Noir,"12""",1366 x 768,2024-11-09T18:27:10.000Z
v1|196866477281|0,210.00,Occasion,16 Go,256 Go,HP,Gris,"14""",1366 x 768,2024-12-02T09:44:47.000Z
v1|305750093474|0,80.00,Occasion,4 Go,4 Go,HP,Rouge,"11,6""",1366 x 768,2024-08-26T18:12:56.000Z
v1|167171742188|0,170.00,Occasion,8 Go,256 Go,Dell,,"14""",1920 x 1080,2024-12-12T17:42:30.000Z
v1|135445737098|0,130.00,Occasion,8 Go,500 Go,Dell,Noir,"14""",,2024-12-16T12:31:26.000Z
v1|196841294346|0,170.00,Occasion,8 Go,256 Go,Fujitsu,Noir,"14""",1366 x 768,2024-11-23T11:52:49.000Z
v1|186080670188|0,199.00,Occasion,8 Go,512 Go,Lenovo,Noir,12,1920x1080,2023-09-15T09:40:37.000Z
v1|196853006929|0,240.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1366 x 768,2024-11-27T20:56:33.000Z
v1|196870388393|0,180.00,Occasion,8 Go,512 Go,Dell,Noir,"14""",1366 x 768,2024-12-03T16:50:33.000Z
v1|196841294339|0,150.00,Occasion,8 Go,128 Go,Fujitsu,Noir,"14""",1366 x 768,2024-11-23T11:52:49.000Z
v1|196794615324|0,330.00,Occasion,8 Go,500 Go,Dell,Argenté,"14""",1920 x 1080,2024-11-09T08:22:00.000Z
v1|266358481931|0,429.00,Occasion,4 Go,256 Go,Panasonic,Argenté,"10,8""",1920 x 1200,2023-08-03T19:54:45.000Z
v1|196736353885|0,140.00,Occasion,8 Go,128 Go,Dell,Noir,"15""",1366 x 768,2024-10-20T09:59:02.000Z
v1|196814431757|0,220.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-15T07:25:22.000Z
v1|196795190395|0,240.00,Occasion,8 Go,256 Go,Lenovo,Noir,"15""",1920 x 1080,2024-11-09T12:44:40.000Z
v1|326293073701|0,419.00,Occasion,32 Go,500 Go,Dell,,"17,3""",,2024-10-04T09:10:38.000Z
v1|354831949311|0,210.00,Occasion,8 Go,256 Go,HP,Gris,"14""",1920 x 1080,2023-06-06T07:16:35.000Z
v1|326228895865|0,50.00,Occasion,2 Go,320 Go,Toshiba,,"15,6""",,2024-08-10T15:55:56.000Z
v1|135150375444|0,219.00,Occasion,8 Go,256 Go,Microsoft,Noir,"13,5""",2256 x 1504,2024-07-16T11:40:49.000Z
v1|196869991138|0,350.00,Occasion,16 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-12-03T13:08:11.000Z
v1|196870388397|0,180.00,Occasion,8 Go,512 Go,Dell,Noir,"14""",1366 x 768,2024-12-03T16:50:33.000Z
v1|356179106433|0,399.00,Parfait état - Reconditionné,32 Go,256 Go,Dell,Noir,"15,6""",1920 x 1080,2024-10-22T12:25:16.000Z
v1|355826760157|0,219.00,Occasion,16 Go,256 Go,Dell,Gris,"14""",1366 x 768,2024-06-28T09:43:09.000Z
v1|364827257115|0,290.00,Occasion,16 Go,16 Go,HP,Gris,"14""",1920 x 1080,2024-04-05T15:59:30.000Z
v1|355951350290|0,490.00,Occasion,16 Go,500 Go,Lenovo,,"14""",1920 x 1080,2024-08-13T15:52:37.000Z
v1|196861245620|0,260.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-30T13:47:33.000Z
v1|196814431753|0,260.00,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1366 x 768,2024-11-15T07:25:22.000Z
v1|186762711840|0,750.00,Ouvert (jamais utilisé),8 Go,256 Go,Dell,Gris,"13""",1920 x 1200,2024-11-04T13:19:32.000Z
v1|186770253588|0,129.90,Occasion,8 Go,8 Go,Toshiba,,"15,6""",,2024-11-08T13:48:44.000Z
v1|305964056710|0,160.00,Occasion,4 Go,256 Go,ASUS,,"17,3""",,2024-12-09T13:37:30.000Z
v1|204845746904|0,129.99,Occasion,8 Go,240Go,Dell,Noir,"14""",1366 x 768,2024-06-21T08:35:31.000Z
v1|326365218361|0,60.00,Ouvert (jamais utilisé),2 Go,16 Go,KLIPAD,Noir,"7""",1024 x 600,2024-12-08T09:38:00.000Z
v1|196794615348|0,200.00,Occasion,8 Go,256 Go,Fujitsu,Gris,"13""",1366 x 768,2024-11-09T08:22:01.000Z
v1|196831119539|0,170.00,Occasion,8 Go,256 Go,HP,Gris,"14""",1366 x 768,2024-11-20T06:36:30.000Z
v1|196885994845|0,200.00,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1366 x 768,2024-12-10T07:38:03.000Z
v1|196795306726|0,200.00,Occasion,8 Go,256 Go,HP,Gris,"15""",1366 x 768,2024-11-09T13:29:59.000Z
v1|186811492293|0,310.00,Occasion,16 Go,512 Go,Lenovo,Gris,"15,6""",1920 x 1080,2024-11-27T20:42:59.000Z
v1|196861200605|0,250.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-30T13:26:52.000Z
v1|196861621309|0,270.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-30T16:33:07.000Z
v1|286213383193|0,1999.00,Neuf,32 Go,1 To,Apple,,"15,4""",2880 x 1800,2024-12-13T16:18:52.000Z
v1|395250674502|0,199.00,Occasion,8 Go,256 Go,HP,Gris,"13""",,2024-03-06T16:39:12.000Z
v1|235750180348|0,95.00,Occasion,4 Go,500 Go,Samsung,Rouge,"17,3""",,2024-09-18T16:41:28.000Z
v1|196760498715|0,320.00,Occasion,8 Go,256 Go,Acer,Bleu,"13""",2256 X 1504,2024-10-29T10:52:23.000Z
v1|286141153026|0,279.00,État correct - Reconditionné,12 Go,256 Go,Dell,,"15,6""",1920 x 1080,2024-11-02T16:45:40.000Z
v1|326130057179|0,729.00,Occasion,64 Go,512 Go,Dell,,"17,3""",,2024-05-17T06:18:57.000Z
v1|375827654377|0,249.00,Occasion,4 Go,120 Go,Apple,,"15""",,2024-11-29T16:32:15.000Z
v1|365289853254|0,159.99,Occasion,8 Go,512 Go,Fujitsu,Noir,"15,6""",1366 x 768,2024-12-16T09:08:49.000Z
v1|356079108561|0,149.00,Très bon état - Reconditionné,8 Go,240 Go,HP,Argenté,"14""",1366 x 768,2024-09-23T13:24:01.000Z
v1|196825194942|0,290.00,Occasion,16 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-18T10:40:36.000Z
v1|196848867952|0,130.00,Occasion,8 Go,128 Go,Dell,Noir,"14""",1366 x 768,2024-11-26T09:31:09.000Z
v1|256648360977|0,369.00,Occasion,8 Go,250 Go,Panasonic,Argenté,"13,3""",1024 x 768,2024-09-20T15:30:58.000Z
v1|335589305295|0,5.99,Neuf,Type Régulier,Type Régulier,- Sans marque/Générique -,Type régulier,Type régulier,Regular,2024-09-25T12:21:49.000Z
v1|286212139171|0,249.99,Occasion,16 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080,2024-12-12T22:45:01.000Z
v1|186742516901|0,159.00,Occasion,8 Go,0,HP,Gris,13.3,nn,2024-10-22T16:20:36.000Z
v1|176063857849|0,180.00,Occasion,8 Go,240Go,HP,,"15,6""",,2023-11-28T17:23:07.000Z
v1|186668310355|0,169.00,Occasion,8 Go,0,Dell,Noir,"13""",nn,2024-09-03T16:37:01.000Z
v1|286211696943|0,139.00,Occasion,8 Go,320 Go,HP,Noir,"15,6""",1366 x 768,2024-12-12T16:28:24.000Z
v1|326202700678|0,99.00,Occasion,4 Go,120 Go,Toshiba,Noir,"13""",1366 x 768,2024-07-17T18:41:56.000Z
v1|296824849491|0,169.00,Occasion,4 Go,1250 Go,Acer,,"18,4""",1680 x 945,2024-11-18T17:11:43.000Z
v1|266236708109|0,169.00,Occasion,2 Go,64 Go,Dell,Noir,"10,8""",1920 x 1080,2023-04-27T12:47:04.000Z
v1|196794615341|0,270.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-09T08:22:01.000Z
v1|196853006928|0,240.00,Occasion,8 Go,1 To,Acer,Noir,"14""",1920 x 1080,2024-11-27T20:56:33.000Z
v1|186737846919|0,159.00,Occasion,8 Go,0,HP,Argenté,"13,3""",nn,2024-10-19T12:34:55.000Z
v1|126684556940|0,120.00,Occasion,256 Mo,30 Go,Compaq,Noir,"14""",,2024-09-21T09:11:29.000Z
v1|267091443807|0,699.00,Neuf,16 Go,512 Go,ASUS,Gris,"15,6""",2880 x 1620,2024-12-08T23:15:01.000Z
v1|205083701709|0,199.99,Très bon état - Reconditionné,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-04T13:16:09.000Z
v1|296824850205|0,159.00,Occasion,8 Go,500 Go,HP,Noir,"14""",1366 x 768,2024-11-18T17:12:53.000Z
v1|135030798683|0,299.00,Très bon état - Reconditionné,16 Go,256 Go,Dell,Noir,"14""",1366 x 768,2024-04-23T12:52:47.000Z
v1|196861270468|0,260.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-30T13:55:58.000Z
v1|267075561533|0,369.00,Occasion,4 Go,240Go,Panasonic,Argenté,"13,3""",1024 x 768,2024-11-24T17:51:16.000Z
v1|276779193304|0,454.14,Occasion,256 Go,256 Go,Apple,Gris,"13,3""",,2024-12-14T15:37:55.000Z
v1|296824855650|0,119.00,Occasion,4 Go,320 Go,Compaq,,"15,6""",1366 x 768,2024-11-18T17:16:00.000Z
v1|186694480701|0,200.00,Occasion,4 Go,160 Go,Panasonic,Noir,12.1,nn,2024-09-20T13:23:05.000Z
v1|335431152821|0,409.00,Occasion,8 Go,1 To,Lenovo,Noir,"15,6""",1920 x 1080,2024-06-08T08:45:29.000Z
v1|135416456000|0,190.00,Occasion,4 Go,256 Go,Apple,,"13""",,2024-12-02T15:57:41.000Z
v1|196861621311|0,250.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-30T16:33:07.000Z
v1|196795984456|0,300.00,Occasion,16 Go,512 Go,Lenovo,Noir,"14""",1920 x 1080,2024-11-09T18:27:11.000Z
v1|196879404447|0,390.00,Occasion,8 Go,256 Go,Lenovo,Gris,"15""",1366 x 768,2024-12-07T13:03:38.000Z
v1|364136656924|0,225.00,Occasion,8 Go,256 Go,HP,Argenté,"14""",1920 x 1080,2023-02-06T14:55:30.000Z
v1|196874768930|0,300.00,Occasion,8 Go,256 Go,Acer,Noir,"15""",1920 x 1080,2024-12-05T13:52:27.000Z
v1|186766253296|0,135.00,Occasion,4 Go,500 Go,HP,Noir,"15,6""",1366 x 768,2024-11-06T14:18:17.000Z
v1|286047180600|0,289.00,Très bon état - Reconditionné,8 Go,256 Go,HP,,"15,6""",1366 x 768,2024-09-05T15:48:51.000Z
v1|146038190406|0,675.41,Occasion,512 MB,30 Go,Sony,,4.5 in,,2024-09-19T12:04:44.000Z
v1|186627852261|0,124.00,Occasion,5 Go,500 Go,HP,Argenté,"15,6""",1366 x 768,2024-08-12T13:34:24.000Z
v1|355758940430|0,220.00,Occasion,8 Go,250 Go,HP,,15.6,1920 x 1080,2024-06-01T16:04:08.000Z
v1|276776362881|0,200.00,Occasion,8 Go,480 Go,Packard Bell,Noir,"15,6""",,2024-12-12T06:07:41.000Z
v1|116422293252|416716394712,113.88,Occasion,4 Go,128 Go,Panasonic,Argent,25.7cm,1920 x 1080,2024-12-17T16:32:21.000Z
v1|266534410485|0,650.00,Occasion,16 Go,500 Go,Panasonic,Argenté,"10,8""",1024 x 768,2023-11-26T16:02:36.000Z
v1|196877225722|0,500.00,Occasion,16 Go,1 To,Dell,Gris,"15""",1920 x 1080,2024-12-06T13:40:29.000Z
v1|235730227738|0,95.00,Occasion,6 Go,256 Go,HP,Noir,"15,6""",1366 x 786,2024-09-05T12:40:18.000Z
v1|375660035756|0,257.50,Occasion,4 Go,250 Go,Dell,,15.4'',1440 x 900,2024-09-19T23:13:23.000Z
v1|196817994505|0,190.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-16T08:16:51.000Z
v1|355989799459|0,459.00,Occasion,16 Go,500 Go,Dell,,"17,3""",1920 x 1080,2024-08-27T15:31:00.000Z
v1|255566160494|0,369.00,Occasion,4 Go,1000 Go 1To,Panasonic,Argenté,"13,3""",1024 x 768,2022-06-03T13:33:06.000Z
v1|156448079195|0,190.00,Occasion,8 Go,256 Go,Dell,Argenté,"13,3""",1920 x 1080,2024-10-08T10:18:26.000Z
v1|166519658921|0,190.00,Occasion,16 Go,250 Go,Dell,,"12""",1920 x 1080,2023-12-25T13:30:16.000Z
v1|205081605632|0,110.00,Occasion,256 Mo,"18,1 Go",Apple,Noir,"14,1""",1024 x 768,2024-11-03T17:11:48.000Z
v1|256746291891|0,112.00,Occasion,10 Go,500 Go,Apple,Argenté,"13""",1280 x 800,2024-12-10T20:36:19.000Z
v1|196876772801|0,250.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-12-06T09:33:05.000Z
v1|326373488192|0,75.00,Occasion,2 Go,160 Go,Apple,Blanc,"13,3""",1280 x 800,2024-12-16T10:12:33.000Z
v1|196870388402|0,180.00,Occasion,8 Go,512 Go,Dell,Noir,"14""",,2024-12-03T16:50:34.000Z
v1|186125741922|0,118.00,Occasion,4 Go,1 To,Toshiba,Noir,"17,1""",1366 x 768,2023-10-18T07:33:01.000Z
v1|335685367258|0,299.00,État correct - Reconditionné,8 Go,250 Go,Lenovo,,"14""",1920 x 1080,2024-11-20T13:39:04.000Z
v1|286138949343|0,250.00,Occasion,16 Go,512 Go,Dell,,"13,3"" FHD",,2024-11-01T11:07:22.000Z
v1|186845352857|0,249.90,Très bon état - Reconditionné,16 Go,500 Go,HP,Gris,"15,6""",,2024-12-16T10:38:08.000Z
v1|196866477285|0,250.00,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1366 x 768,2024-12-02T09:44:47.000Z
v1|286191531546|0,299.00,Très bon état - Reconditionné,8 Go,256 Go,HP,,"13,3""",1920 x 1080,2024-11-30T16:25:09.000Z
v1|235396336488|0,65.00,Occasion,4 Go,500 Go,Packard Bell,Noir,"15,6""",1360 x 768,2024-01-21T09:07:59.000Z
v1|204837291101|0,431.57,Occasion,2 Go,60 Go,Dell,,14'',,2024-06-16T17:08:03.000Z
v1|296824848133|0,199.00,Occasion,8 Go,1 To,ASUS,Noir,"17,3""",1600 x 900,2024-11-18T17:09:57.000Z
v1|335719710563|0,439.00,État correct - Reconditionné,8 Go,500 Go,HP,,"15,6""",1920 x 1080,2024-12-09T13:34:44.000Z
v1|305850898219|0,120.00,Occasion,8 Go,256 Go,HP,,"15,6""",1366 x 768,2024-10-20T18:12:55.000Z
v1|186068738821|0,219.00,Occasion,8 Go,0,Lenovo,Noir,12,1920x1080,2023-09-07T11:55:56.000Z
v1|176734177830|0,135.00,Occasion,4 Go,256 Go,HP,,"15,6""",,2024-12-13T20:24:54.000Z
v1|256563901411|0,115.00,Occasion,3 Go,320 Go,HP,Noir,"11,6""",1366 x 768,2024-07-05T13:45:10.000Z
v1|186709443743|0,189.00,Occasion,8 Go,0,Dell,Noir,Nn,no,2024-09-30T16:04:28.000Z
v1|186734747228|0,145.00,Occasion,4 Go,1 To,ASUS,Blanc,"15,6""",1366 x 768,2024-10-17T09:54:09.000Z
v1|186837769293|0,144.90,État correct - Reconditionné,8 Go,256 Go,Lenovo,Noir,"14""",,2024-12-11T20:30:24.000Z
v1|186845348499|0,149.90,Très bon état - Reconditionné,8 Go,256 Go,Dell,Gris,"14""",,2024-12-16T10:32:28.000Z
v1|256563930109|0,199.90,Occasion,4 Go,128 Go,Lenovo,Argenté,"13,2""",,2024-07-05T14:24:48.000Z
v1|286210787356|0,229.00,Très bon état - Reconditionné,8 Go,500 Go,Dell,Noir,"15,6""",1366 x 768,2024-12-12T04:36:25.000Z
v1|226437774199|0,199.90,Occasion,16 Go,250 Go,Dell,,"14,1""",1366 x 768,2024-11-07T18:51:49.000Z
v1|326375073674|0,241.01,Occasion,8 Go,256 Go,Lenovo,Noir,14 Zoll,1920 x 1080,2024-12-17T20:13:59.000Z
v1|286138798039|0,220.00,Occasion,8 Go,512 Go,Dell,,"14"" FHD",,2024-11-01T09:02:57.000Z
v1|134705463930|0,309.00,Très bon état - Reconditionné,16 Go,512 Go,Dell,Noir,"14""",1920 x 1080,2023-08-27T16:58:42.000Z
v1|116400417452|416679322426,164.54,Occasion,4 Go,256 Go,Panasonic,Argent,25.7cm,1920 x 1080,2024-11-23T07:55:58.000Z
v1|196876772797|0,200.00,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1366 x 768,2024-12-06T09:33:05.000Z
v1|186734769141|0,135.00,Ouvert (jamais utilisé),4 Go,500 Go,Sony,Noir,"17,3""",1600 x 900,2024-10-17T10:08:42.000Z
v1|256560117811|0,55.00,Occasion,4 Go,250 Go,HP,Noir,"15,6""",,2024-07-01T18:20:58.000Z
v1|167091931271|0,149.90,Très bon état - Reconditionné,8 Go,256 Go,Dell,Noir,"12,5""",,2024-11-15T06:52:58.000Z
v1|196795984325|0,270.00,Occasion,16 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080,2024-11-09T18:27:10.000Z
v1|167181334417|0,279.90,État correct - Reconditionné,16 Go,512 Go,ASUS,Noir,"15,6""",,2024-12-16T10:28:41.000Z
v1|266756929289|0,659.00,Neuf,8 Go,128 Go,Panasonic,Argenté,"7""",1280 x 800,2024-04-06T11:39:04.000Z
v1|286138892866|0,300.00,Occasion,16 Go,512 Go,Dell,,"12,3"" FHD",,2024-11-01T10:24:53.000Z
v1|235818060438|0,210.00,Occasion,8 Go,8 Go,Dell,Gris,"13,3""",,2024-11-05T15:10:51.000Z
v1|186403522186|0,135.00,Occasion,6 Go,6 Go,Toshiba,Argenté,"17,3""",1440 x 900,2024-04-20T13:16:21.000Z
v1|205149667574|0,257.50,Neuf,256 Mo,40 Go,HP,,14'',,2024-12-06T18:06:33.000Z
v1|235841255760|0,679.00,État correct - Reconditionné,16 Go,250 Go,Dell,,"17,3""",1920 x 1080,2024-11-22T13:45:56.000Z
v1|116170027248|0,599.00,Occasion,16 Go,16 Go,Apple,Gris Sidéral,"15,4""",2880 x 1800,2024-05-04T20:51:29.000Z
v1|186657989697|0,89.00,Occasion,2 Go,98Go,Dell,Gris,"15,4""",1024 x 768,2024-08-28T12:57:53.000Z
v1|196853006919|0,190.00,Occasion,8 Go,256 Go,HP,Gris,"14""",1366 x 768,2024-11-27T20:56:33.000Z
v1|276603216287|0,400.00,Occasion,8 Go,480 Go,Dell,Noir,"17,3""",1920 x 1080,2024-08-20T14:10:12.000Z
v1|186651270058|0,305.00,Occasion,16 Go,250 Go,Acer,,"14""",,2024-08-24T16:00:33.000Z
v1|167149930007|0,135.00,Occasion,6 Go,750 Go,Packard Bell,,"17""",,2024-12-04T13:54:46.000Z
v1|196795984322|0,350.00,Occasion,8 Go,256 Go,Dell,Noir,"15""",1920 x 1080,2024-11-09T18:27:10.000Z
v1|205149667573|0,225.57,Neuf,2 Go,320 Go,ACER,,17'',1440 x 900,2024-12-06T18:06:33.000Z
v1|146158442469|0,89.00,Occasion,2 Go,64 Go,Lenovo,,"10,1""",,2024-11-04T17:37:59.000Z
v1|166910663653|0,230.00,Occasion,16 Go,250 Go,Dell,,"14""",1920 x 1080,2024-08-09T12:04:11.000Z
v1|145980559741|0,69.00,Occasion,2 Go,64 Go,Lenovo,,"10""",,2024-08-26T18:29:13.000Z
v1|404683048167|0,859.00,Occasion,16 Go,500 Go,Apple,Gris,"16""",,2023-12-15T08:27:26.000Z
v1|156100493658|0,490.00,Occasion,32 Go,512 Go,Lenovo,,"14""",,2024-03-05T16:38:40.000Z
v1|286150334703|0,199.90,Occasion,8 Go,256 Go,Panasonic,Noir,"12,5""",1920 x 1080,2024-11-07T14:28:07.000Z
v1|286213915674|0,250.00,Occasion,8 Go,2 To,CLEVO,,"15,6""",1920 x 1080,2024-12-13T22:15:05.000Z
v1|146158592186|0,379.00,Occasion,32 Go,512 Go,Dell,Gris,"15,6""",1920 x 1080,2024-11-04T18:40:24.000Z
v1|176675471977|0,119.00,Occasion,4 Go,240 Go,Samsung,Gris,"17,3""",,2024-11-11T09:55:05.000Z
v1|355947914959|0,225.00,Occasion,8 Go,256 Go,HP,Gris,"14""",1920 x 1080,2024-08-12T12:30:57.000Z
v1|285637490218|0,349.00,Très bon état - Reconditionné,8 Go,256 Go,Dell,,"13,3""",1920 x 1080,2024-01-04T09:24:30.000Z
v1|355826556107|0,399.00,Occasion,16 Go,500 Go,HP,Gris,"14""",1920 x 1080,2024-06-28T07:45:24.000Z
v1|375610984588|0,229.00,Occasion,8 Go,128 Go,Apple,Argenté,"13,3""",,2024-08-24T20:52:26.000Z
v1|364874115245|0,180.00,Occasion,8 Go,240 Go,HP,Argenté,"14""",,2024-05-03T13:54:15.000Z
v1|196870388399|0,250.00,Occasion,16 Go,500 Go,HP,Gris,"13""",1366 x 768,2024-12-03T16:50:33.000Z
v1|364906768214|0,280.00,Occasion,8 Go,256 Go,HP,Argenté,"15,6""",1920 x 1080,2024-05-22T10:04:33.000Z
v1|186645471494|0,209.00,Occasion,8 Go,256,HP,Noir,"15,6""",nn,2024-08-21T13:35:50.000Z
v1|315783171086|0,189.00,Occasion,8 Go,256 Go,Dell,Noir,"12,5""",1366 x 768,2024-09-24T16:38:26.000Z
v1|256563922744|0,149.99,Occasion,4 Go,320 Go,Lenovo,Noir,"15,7""",1366 x 768,2024-07-05T14:14:08.000Z
v1|364524635845|0,199.00,État correct - Reconditionné,8 Go,500 Go,HP,,"14""",1366 x 768,2023-10-11T15:21:35.000Z
v1|256563857468|0,135.00,Occasion,2 Go,250 Go,Acer,Noir,"15,3""",1366 x 768,2024-07-05T12:41:01.000Z
v1|355989705833|0,175.00,Occasion,8 Go,128 Go,Dell,,"14""",1920 x 1080,2024-08-27T14:48:20.000Z
v1|296824850392|0,159.00,Occasion,8 Go,500 Go,Toshiba,Noir,"17,3""",1600 x 900,2024-11-18T17:13:24.000Z
v1|266852096206|0,399.00,Occasion,8 Go,256 Go,Panasonic,Argenté,"10,1""",1920 x 1200,2024-06-09T13:37:41.000Z
v1|196866477289|0,290.00,Occasion,16 Go,256 Go,Dell,Noir,"15""",1920 x 1080,2024-12-02T09:44:47.000Z
v1|196866477307|0,290.00,Occasion,16 Go,256 Go,Dell,Noir,"15""",1920 x 1080,2024-12-02T09:44:48.000Z
v1|395916009450|0,190.00,Occasion,6 Go,250 Go,Lenovo,Noir,"15""",,2024-11-18T16:11:28.000Z
v1|285102336522|0,299.00,État correct - Reconditionné,8 Go,256 Go,Lenovo,Noir,"12,5""",1366 x 768,2023-01-08T11:45:34.000Z
v1|166870625066|0,59.90,Occasion,8 Go,Aucun,Acer,Noir,"17,3""",1 600 x 900 (HD),2024-07-15T21:59:29.000Z
v1|196827764437|0,350.00,Occasion,16 Go,512 Go,Dell,Gris,"14""",1920 x 1080,2024-11-19T06:42:57.000Z
v1|285665028710|0,299.90,Occasion,8 Go,1000 go,Lenovo,Noir,"13,3""",1920 x 1080,2024-01-22T15:28:09.000Z
v1|205043389591|0,349.00,Occasion,16,256 Go,Huawei,Gris,"14""",1920 x 1080,2024-10-14T17:17:39.000Z
v1|395695475293|0,279.00,Occasion,16 Go,750 Go,HP,Gris,"13,1""",1920 x 1080,2024-09-17T13:55:46.000Z
v1|285664159849|0,399.90,Occasion,16 Go,256 Go,Dell,Gris,"13,3""",1920 x 1080,2024-01-22T00:28:50.000Z
v1|365141375131|0,550.00,Occasion,16 Go,512 Go,HP,Argenté,"14""",1920 x 1280,2024-09-26T12:12:27.000Z
v1|296824851653|0,149.00,Occasion,8 Go,1 To,HP,,"15,6""",1366 x 768,2024-11-18T17:14:53.000Z
v1|335381796703|0,119.90,Occasion,4 Go,0,Lenovo,Noir,"14,1""",nn,2024-05-06T15:17:23.000Z
